's gravenhage, |h;
earth up, tV;
earth wave, h;
earth wax, h;
earth's crust, |h;
earth's surface, |h;
earth-ball, |N;
earth-closet, |N;
earth-god, N;
earth-goddess, N;
earth-nut pea, |h;
earth-received time, |h;
earthball, |N;
earthborn, A;
earthbound, A;
earthen, A;
earthenware, N;
earthenware jar, |h;
earthier, A;
earthiest, A;
earthily, v;
earthiness, N;
earthing, |N;
earthlier, A;
earthliest, A;
earthlight, N;
earthlike, |A;
earthliness, N;
earthling, N;
earthly, A;
earthly concern, |h;
earthman, N;
earthmen, p;
earthmover, N;
earthnut, N;
earthnut pea, |h;
earthpea, N;
earthquake, N;
earthquaked, A;
earthquaken, A;
earthquaking, A;
earthrise, N;
earthshaker, N;
earthshaking, A;
earthshine, N;
earthstar, N;
earthtongue, |N;
earthward, Av;
earthwards, v;
earthwork, N;
earthworm, N;
earthy, A;
earwax, N;
earwig, NV;
earwigged, V;
earwigging, V;
earwiggy, A;
earwitness, N;
ease, NVt;
ease off, |V;
ease up, |V;
eased, VA;
easeful, A;
easefully, v;
easefulness, N;
easel, N;
easeled, A;
easement, N;
easer, N;
easier, A;
easiest, A;
easily, v;
easiness, N;
easing, NV;
east, NAv;
east Greenland current, h;
east african cedar, |h;
east by north, hAv;
east by south, h;
east chadic, |h;
east china sea, |h;
east german, |hA;
east germanic, |h;
east germanic language, |h;
east germany, |h;
east india kino, |h;
east india rosewood, |h;
east indian fig tree, |h;
east indian rosebay, |h;
east indian rosewood, |h;
east indies, |h;
east malaysia, |h;
east midland, |h;
east northeast, |h;
east pakistan, |h;
east pakistani, |A;
east river, |h;
east side, |h;
east southeast, |h;
east tocharian, |h;
east wind, |h;
east-central, |A;
east-northeast, NAv;
east-northeastward, vA;
east-sider, |N;
east-southeast, NAv;
east-southeastward, vA;
eastbound, A;
easter, |N;
easter bunny, |h;
easter cactus, |h;
easter card, |h;
easter daisy, |h;
easter day, |h;
easter egg, |h;
easter lily, |h;
easter lily vine, |h;
easter sunday, |h;
easterliness, N;
easterling, N;
easterly, AvN;
easterly wave, h;
eastern, A;
eastern catholicism, |h;
eastern chimpanzee, |h;
eastern chinquapin, |h;
eastern chipmunk, |h;
eastern church, |h;
eastern coral snake, h;
eastern cottontail, |h;
eastern cottonwood, |h;
eastern cricket frog, |h;
eastern crown, h;
eastern dasyure, |h;
eastern diamondback rattlesnake, h;
eastern fence lizard, |h;
eastern flowering dogwood, |h;
eastern fox squirrel, |h;
eastern gray squirrel, |h;
eastern ground snake, |h;
eastern hemisphere, h;
eastern hemlock, h;
eastern hop hornbeam, |h;
eastern indigo snake, |h;
eastern kingbird, h;
eastern lowland gorilla, |h;
eastern malayo-polynesian, |h;
eastern meadowlark, |h;
eastern narrow-mouthed toad, |h;
eastern orthodox, |A;
eastern orthodox church, |h;
eastern pasque flower, |h;
eastern pipistrel, |h;
eastern poison oak, |h;
eastern red cedar, h;
eastern red-backed salamander, |h;
eastern samoa, |h;
eastern silvery aster, |h;
eastern sioux, |h;
eastern spruce, |h;
eastern standard time, |h;
eastern time, |h;
eastern turki, |h;
eastern white pine, |h;
eastern woodrat, |h;
easterner, N;
easternize, t;
easternized, t;
easternizing, t;
easternmost, A;
eastertide, |N;
easting, N;
easting down, h;
eastmost, A;
eastness, N;
eastside, |A;
eastward, AvN;
eastwardly, Av;
eastwards, v;
easy, AvV;
easy chair, h;
easy game, h;
easy going, |h;
easy mark, |h;
easy money, h;
easy street, h;
easy-going, A;
easygoing, A;
easygoingness, N;
easylike, A;
eat, Vt;
eat at, |V;
eat away, |V;
eat in, |V;
eat into, |V;
eat on, |V;
eat out, iV;
eat up, V;
eatable, AN;
eatables, p;
eatage, N;
eaten, VA;
eaten up, |A;
eater, N;
eateries, p;
eatery, N;
eath, NAv;
eating, NA;
eating apple, |h;
eating away, |h;
eating house, h;
eating place, |h;
eats, pN;
eau, N;
eau de Cologne, h;
eau de Javelle, h;
eau de cologne, |h;
eau de cologne mint, |h;
eau de javelle, |h;
eau de nil, hA;
eau de toilette, |h;
eau de vie, h;
eau forte, h;
eau minerale, h;
eaux, p;
eave, N;
eaved, A;
eaves, pN;
eavesdrop, V;
eavesdropped, V;
eavesdropper, N;
eavesdropping, V;
ebb, iNVA;
ebb anchor, h;
ebb tide, h;
ebbing, |N;
ebbtide, |N;
ebenaceae, |N;
ebenales, |N;
ebn, |N;
ebola virus, |h;
ebon, AN;
ebonics, |N;
ebonies, p;
ebonise, t;
ebonised, t;
ebonising, t;
ebonist, N;
ebonite, N;
ebonize, tV;
ebonized, t;
ebonizing, t;
ebony, NA;
ebony family, |h;
ebony spleenwort, h;
ebracteate, A;
ebro, |N;
ebro river, |h;
ebs, |N;
ebullience, N;
ebullient, A;
ebulliently, v;
ebullioscopy, N;
ebullition, N;
eburnation, N;
eburophyton, |N;
eburophyton austinae, |h;
ec, N;
ecad, N;
ecalcarate, A;
ecarinate, A;
ecart, N;
ecarte, |N;
ecaudate, A;
ecballium, |N;
ecballium elaterium, |h;
ecbolic, AN;
ecc, |N;
ecce homo, h;
ecce signum, h;
eccentric, AN;
eccentric person, |h;
eccentrical, A;
eccentrically, v;
eccentricities, p;
eccentricity, N;
ecchymoses, p;
ecchymosis, N;
ecchymotic, A;
eccl, N;
ecclesia, N;
ecclesiae, p;
ecclesiarch, N;
ecclesiastic, NA;
ecclesiastical, A;
ecclesiastical attire, |h;
ecclesiastical benefice, |h;
ecclesiastical calendar, h;
ecclesiastical court, h;
ecclesiastical law, h;
ecclesiastical mode, h;
ecclesiastical robe, |h;
ecclesiastical society, h;
ecclesiastically, v;
ecclesiasticism, N;
ecclesiolater, N;
ecclesiolatry, N;
ecclesiologic, A;
ecclesiological, A;
ecclesiologically, v;
ecclesiologist, N;
ecclesiology, N;
eccm, |N;
eccrine, A;
eccrine gland, |h;
eccrinology, N;
ecdemic, A;
ecdyses, p;
ecdysial, A;
ecdysiast, N;
ecdysis, N;
ecdysone, N;
ecesic, A;
ecesis, N;
ecg, |N;
echard, N;
eche, ti;
eched, ti;
echelette, N;
echelle, N;
echelon, NV;
echelonment, N;
echeneididae, |N;
echeneis, |N;
echeneis naucrates, |h;
echeveria, N;
echidna, N;
echidnophaga, |N;
echidnophaga gallinacea, |h;
echinacea, |N;
echinate, A;
eching, ti;
echini, p;
echinocactus, |N;
echinocactus grusonii, |h;
echinocereus, |N;
echinochloa, |N;
echinochloa crusgalli, |h;
echinochloa frumentacea, |h;
echinococcosis, |N;
echinococcus, N;
echinoderm, N;
echinoderm family, |h;
echinoderm genus, |h;
echinodermata, |N;
echinodermatous, A;
echinoid, NA;
echinoidea, |N;
echinops, |N;
echinus, N;
echinus esculentus, |h;
echium, |N;
echium vulgare, |h;
echiuroid, NA;
echo, NV;
echo chamber, h;
echo sounder, h;
echo sounding, |h;
echoer, N;
echogram, N;
echograph, N;
echoic, A;
echoing, |A;
echoism, N;
echolalia, N;
echolalic, A;
echoless, A;
echolike, |A;
echolocation, N;
echopractic, A;
echopraxia, N;
echovirus, N;
echt, A;
eclair, N;
eclampsia, N;
eclamptic, A;
eclat, N;
eclectic, AN;
eclectic method, |h;
eclectically, v;
eclecticism, N;
eclecticist, |N;
eclipse, NtV;
eclipse plumage, h;
eclipsed, V;
eclipser, N;
eclipsing, V;
eclipsing binary, h;
eclipsing variable, h;
eclipsis, N;
ecliptic, NA;
ecliptically, v;
eclogite, N;
eclogue, N;
eclosion, N;
ecm, |N;
ecobabble, |N;
ecocide, N;
ecol, N;
ecologic, A;
ecological, A;
ecological niche, h;
ecological succession, |h;
ecologically, v;
ecologist, N;
ecology, N;
econ, N;
econometric, A;
econometrical, A;
econometrician, N;
econometrics, N;
econometrist, N;
economic, A;
economic and social council, |h;
economic and social council commission, |h;
economic commission for africa, |h;
economic commission for asia and the far east, |h;
economic commission for europe, |h;
economic commission for latin america, |h;
economic condition, |h;
economic consumption, |h;
economic crisis, |h;
economic cycle, h;
economic determinism, h;
economic determinist, h;
economic expert, |h;
economic geography, h;
economic geology, h;
economic good, h;
economic growth, |h;
economic mobilisation, |h;
economic mobilization, |h;
economic policy, |h;
economic process, |h;
economic rent, h;
economic science, |h;
economic strangulation, |h;
economic strike, h;
economic system, |h;
economic theory, |h;
economic value, |h;
economicDerminism, N;
economical, A;
economically, v;
economics, N;
economics department, |h;
economics profession, |h;
economies, p;
economies of scale, |h;
economise, tiV;
economised, ti;
economiser, N;
economising, ti;
economist, N;
economize, V;
economized, V;
economizer, N;
economizing, V;
economy, N;
economy class, h;
economy wall, h;
ecorch, N;
ecosoc, |N;
ecosoc commission, |h;
ecospecies, N;
ecospecific, A;
ecospecifically, v;
ecosphere, N;
ecossaise, N;
ecosystem, N;
ecotonal, A;
ecotone, N;
ecotype, N;
ecotypic, A;
ecotypically, v;
ecphonesis, N;
ecraseur, N;
ecrevisse, |N;
ecru, NA;
ecstasies, p;
ecstasy, N;
ecstatic, AN;
ecstatic state, |h;
ecstatically, v;
ecstatics, p;
ect, |N;
ectad, v;
ectal, A;
ectally, v;
ectases, p;
ectasis, N;
ectatic, A;
ectene, N;
ecthlipses, p;
ecthlipsis, N;
ecthyma, N;
ecthymatous, A;
ecto, |A;
ectoblast, N;
ectoblastic, A;
ectocornea, N;
ectocranial, A;
ectocrine, N;
ectoderm, N;
ectodermal, A;
ectodermic, A;
ectodermoidal, A;
ectoenzyme, N;
ectogenesis, N;
ectogenetic, A;
ectogenous, A;
ectomere, N;
ectomeric, A;
ectomorph, N;
ectomorphic, A;
ectomorphy, N;
ectoparasite, N;
ectoparasitic, A;
ectophyte, N;
ectophytic, A;
ectopia, N;
ectopic, A;
ectopic gestation, |h;
ectopic pregnancy, h;
ectopistes, |N;
ectopistes migratorius, |h;
ectoplasm, N;
ectoplasmatic, A;
ectoplasmic, A;
ectoproct, NA;
ectoprocta, |N;
ectosarc, N;
ectosarcous, A;
ectosteal, A;
ectosteally, v;
ectostosis, N;
ectotrophic, A;
ectozoa, N;
ectozoan, AN;
ectozoic, A;
ectozoon, |N;
ectrodactylism, N;
ectrodactylous, A;
ectromelia, N;
ectromelic, A;
ectropion, N;
ectropionization, N;
ectropionize, i;
ectropionized, i;
ectropionizing, i;
ectropy, |N;
ectypal, A;
ectype, N;
ecu, N;
ecuador, |N;
ecuadoran, |N;
ecuadoran monetary unit, |h;
ecuadorian, |NA;
ecumenic, |A;
ecumenical, A;
ecumenical council, h;
ecumenical movement, h;
ecumenical patriarch, h;
ecumenical patriarchate, h;
ecumenicalism, N;
ecumenically, v;
ecumenicism, N;
ecumenicist, N;
ecumenicity, N;
ecumenics, N;
ecumenism, N;
ecumenist, N;
ecurie, N;
eczema, N;
eczematoid, A;
eczematous, A;
ed, N;
edacious, A;
edacity, N;
edam, |N;
edaphic, A;
edaphically, v;
edaphon, N;
edaphosauridae, |N;
edaphosaurus, |N;
edd, |N;
edda, |N;
eddied, p;
eddies, p;
eddington, |N;
eddo, N;
eddy, NV;
eddy current, h;
eddying, p;
edelweiss, N;
edema, N;
edemata, p;
edematous, A;
eden, |N;
edental, |A;
edentata, |N;
edentate, NA;
edentulate, |A;
edentulous, A;
edge, NtVA;
edge effect, h;
edge in, |V;
edge molding, h;
edge tool, h;
edge up, |V;
edge-grained, A;
edgebone, N;
edged, VA;
edgeless, A;
edger, N;
edgeways, v;
edgewise, v;
edgier, A;
edgiest, A;
edgily, v;
edginess, N;
edging, NA;
edging lobelia, h;
edgingly, v;
edgy, A;
edh, N;
edibility, N;
edible, AN;
edible asparagus, |h;
edible banana, |h;
edible bean, |h;
edible cockle, |h;
edible corn, |h;
edible fat, |h;
edible fruit, |h;
edible mussel, |h;
edible nut, |h;
edible sea urchin, |h;
edible seed, |h;
edible snail, |h;
edible-pod pea, |h;
edible-podded pea, |h;
edibleness, N;
edibles, p;
edict, N;
edictal, A;
edictally, v;
edicule, N;
edification, N;
edificatory, A;
edifice, N;
edificial, A;
edified, tA;
edifier, N;
edify, V;
edifying, tA;
edifyingly, v;
edifyingness, N;
edile, N;
edinburgh, |N;
edirne, |N;
edison, |N;
edit, tNV;
edit out, |V;
edited, |A;
editing, |N;
editio princeps, h;
edition, N;
edition binding, h;
edition time, h;
editiones principes, p;
editor, N;
editor in chief, h;
editor program, |h;
editorial, AN;
editorial department, |h;
editorialist, N;
editorialization, N;
editorialize, iV;
editorialized, i;
editorializer, N;
editorializing, i;
editorially, v;
editorship, N;
editress, N;
edmonton, |N;
edmontonia, |N;
edmontosaurus, |N;
edmund spenser, |h;
edo, |N;
edp, |N;
eds, N;
educ, N;
educability, N;
educable, A;
educatability, N;
educate, V;
educated, A;
educatee, N;
educating, t;
education, N;
education department, |h;
education secretary, |h;
educational, A;
educational activity, |h;
educational institution, |h;
educational program, |h;
educationalist, N;
educationally, v;
educationist, N;
educative, A;
educator, N;
educatory, A;
educe, tV;
educed, t;
educible, A;
educing, t;
educt, N;
eduction, N;
eductive, A;
eductor, N;
edulcorate, tV;
edulcorated, t;
edulcorating, t;
edulcoration, N;
edulcorative, A;
edward, |N;
edward i, |h;
edward ii, |h;
edward iii, |h;
edward iv, |h;
edward lear, |h;
edward sapir, |h;
edward teach, |h;
edward thatch, |h;
edward the confessor, |h;
edward v, |h;
edward vi, |h;
edward vii, |h;
edward viii, |h;
edwardian, |NA;
ee, N;
eec, |N;
eeg, |N;
eel, N;
eelback, N;
eelblenny, pN;
eelgrass, N;
eelgrass family, |h;
eelier, A;
eeliest, A;
eellike, A;
eelpout, N;
eelworm, N;
eely, A;
eerie, A;
eerier, A;
eeriest, A;
eerily, v;
eeriness, N;
eery, A;
ef, N;
eff, V;
effable, A;
efface, tV;
effaceable, A;
effaced, t;
effacement, N;
effacer, N;
effacing, t;
effect, NtV;
effected, |A;
effecter, N;
effectible, A;
effective, A;
effective current, h;
effective electromotive force, h;
effective horsepower, h;
effective resistance, h;
effective sound pressure, h;
effectively, v;
effectiveness, N;
effectivity, N;
effectless, A;
effector, N;
effects, pN;
effectual, A;
effectuality, N;
effectually, v;
effectualness, N;
effectuate, tV;
effectuated, t;
effectuating, t;
effectuation, N;
effeminacy, N;
effeminate, A;
effeminated, V;
effeminately, v;
effeminateness, N;
effeminating, V;
effemination, N;
effeminisation, N;
effeminise, t;
effeminised, t;
effeminising, t;
effeminization, N;
effeminize, tV;
effeminized, t;
effeminizing, t;
effendi, N;
effendis, p;
efference, N;
efferent, A;
efferent neuron, |h;
efferently, v;
effervesce, iV;
effervesced, i;
effervescence, N;
effervescency, N;
effervescent, A;
effervescently, v;
effervescible, A;
effervescing, iA;
effervescingly, v;
effete, A;
effetely, v;
effeteness, N;
efficacies, p;
efficacious, A;
efficaciously, v;
efficaciousness, N;
efficacy, N;
efficiencies, p;
efficiency, N;
efficiency apartment, h;
efficiency engineer, h;
efficiency expert, |h;
efficient, A;
efficient cause, h;
efficiently, v;
effigial, A;
effigiate, t;
effigiated, t;
effigiating, t;
effigiation, N;
effigies, p;
effigy, N;
effleurage, N;
effloresce, iV;
effloresced, i;
efflorescence, N;
efflorescent, A;
efflorescing, i;
effluence, N;
effluent, NA;
effluvia, p;
effluvial, A;
effluvium, N;
efflux, N;
effort, N;
effort syndrome, h;
effortful, A;
effortfully, v;
effortfulness, |N;
effortless, A;
effortlessly, v;
effortlessness, N;
effraction, N;
effractor, N;
effronteries, p;
effrontery, N;
effulge, ti;
effulged, ti;
effulgence, N;
effulgent, A;
effulgently, v;
effulging, ti;
effuse, ViA;
effused, V;
effusing, V;
effusiometer, N;
effusion, N;
effusive, A;
effusively, v;
effusiveness, N;
efph, N;
efractory, A;
eft, Nv;
eftsoon, v;
eftsoons, v;
eg, N;
egad, !;
egadi islands, |h;
egads button, h;
egal, A;
egalitarian, AN;
egalitarianism, N;
egeria, |N;
egeria densa, |h;
egest, tV;
egesta, p;
egestion, N;
egestive, A;
egg, NtV;
egg and dart, h;
egg cell, |h;
egg cozy, h;
egg cream, |h;
egg cup, h;
egg en cocotte, |h;
egg foo yong, |h;
egg fu yung, |h;
egg laying, |h;
egg noodle, |h;
egg on, |V;
egg roll, h;
egg rolling, h;
egg slice, h;
egg spoon, h;
egg stone, h;
egg timer, h;
egg tooth, h;
egg white, h;
egg yolk, |h;
egg-and-anchor, |N;
egg-and-dart, |N;
egg-and-spoon race, h;
egg-and-tongue, |N;
egg-laying mammal, |h;
egg-producing, |A;
egg-shaped, A;
egg-white injury, h;
eggar, |N;
eggbeater, N;
eggcrate, N;
eggcup, N;
eggdrop soup, h;
egger, N;
eggfruit, |N;
egghead, N;
eggless, A;
eggnog, N;
eggplant, N;
eggplant bush, |h;
eggs, |N;
eggs Benedict, h;
eggs benedict, |h;
eggshake, |N;
eggshell, NA;
eggshell porcelain, h;
eggwhisk, |N;
egis, N;
eglantine, N;
ego, N;
ego ideal, h;
ego trip, Vh;
egocentric, AN;
egocentricity, N;
egocentrism, N;
egoism, N;
egoist, N;
egoistic, A;
egoistical, |A;
egoistically, v;
egomania, N;
egomaniac, N;
egomaniacal, A;
egos, p;
egotism, N;
egotist, N;
egotistic, A;
egotistical, |A;
egotistically, v;
egotrip, |V;
egregious, A;
egregiously, v;
egregiousness, N;
egress, NVi;
egression, N;
egret, N;
egretta, |N;
egretta albus, |h;
egretta caerulea, |h;
egretta garzetta, |h;
egretta thula, |h;
egypt, |N;
egyptian, |NA;
egyptian bean, |h;
egyptian capital, |h;
egyptian cat, |h;
egyptian cobra, |h;
egyptian corn, |h;
egyptian cotton, |h;
egyptian deity, |h;
egyptian empire, |h;
egyptian grass, |h;
egyptian henbane, |h;
egyptian lupine, |h;
egyptian monetary unit, |h;
egyptian onion, |h;
egyptian paper reed, |h;
egyptian pea, |h;
egyptian pound, |h;
egyptian vulture, |h;
egyptian water lily, |h;
egyptology, |N;
eh, !;
ehf, |N;
eichhornia, |N;
eichhornia crassipes, |h;
eichhornia spesiosa, |h;
eide, p;
eider, N;
eider duck, h;
eiderdown, N;
eidetic, A;
eidolon, N;
eidos, N;
eigenfrequency, N;
eigenfunction, N;
eigenvalue, N;
eigenvector, N;
eight, NDA;
eight ball, |h;
eight cut, h;
eight-spot, N;
eightball, N;
eighteen, NDA;
eighteenmo, N;
eighteenmos, p;
eighteenth, AN;
eighteenth amendment, |h;
eighter, |N;
eighter from decatur, |h;
eightfold, Av;
eighth, ANv;
eighth cranial nerve, |h;
eighth note, h;
eighthly, v;
eighties, |N;
eightieth, AN;
eightpence, |N;
eightpenny, A;
eightpenny nail, |h;
eightsome, |N;
eightsome reel, h;
eightvo, N;
eighty, NDA;
eighty-eight, NA;
eighty-eighth, AN;
eighty-fifth, AN;
eighty-first, AN;
eighty-five, NA;
eighty-four, NA;
eighty-fourth, AN;
eighty-nine, NA;
eighty-niner, N;
eighty-ninth, AN;
eighty-one, NA;
eighty-second, AN;
eighty-seven, NA;
eighty-seventh, AN;
eighty-six, NA;
eighty-sixth, AN;
eighty-third, AN;
eighty-three, NA;
eighty-two, NA;
eikon, N;
eila, p;
eild, AN;
eimeria, |N;
eimeriidae, |N;
einkanter, N;
einkorn, N;
einstein, |N;
einsteinian, |A;
einsteinium, N;
eira, |N;
eira barbara, |h;
eire, |N;
eirenic, A;
eirenicon, N;
eisegeses, p;
eisegesis, N;
eisegetic, A;
eisegetical, A;
eisenhower, |N;
eisteddfod, N;
eisteddfodic, A;
eitchen midden, |h;
either, DCv;
either-or, A;
ejaculate, VtN;
ejaculated, V;
ejaculating, V;
ejaculation, N;
ejaculator, N;
ejaculatory, A;
ejaculatory duct, |h;
eject, tiV;
ejecta, p;
ejection, N;
ejection capsule, h;
ejection seat, h;
ejective, AN;
ejectively, v;
ejectment, N;
ejector, N;
ejector seat, h;
ejido, N;
ejidos, p;
ejusd, N;
eke, t;
eke out, tV;
eked, t;
ekg, |N;
eking, t;
ekistics, N;
ektene, N;
el, N;
el alamein, |h;
el beda, |h;
el cid, |h;
el dorado, |h;
el giza, |h;
el iskandariyah, |h;
el libertador, |h;
el misti, |h;
el muerto, |h;
el nino, |h;
el nino southern oscillation, |h;
el paso, |h;
el qahira, |h;
el salvador, |h;
el salvadoran colon, |h;
el salvadoran monetary unit, |h;
elaborate, AVit;
elaborated, VA;
elaborately, v;
elaborateness, N;
elaborating, V;
elaboration, N;
elaborative, A;
elaboratively, v;
elaborator, N;
elaeagnaceae, |N;
elaeagnus, |N;
elaeagnus augustifolia, |h;
elaeagnus commutata, |h;
elaeagnus latifolia, |h;
elaeis, |N;
elaeis guineensis, |h;
elaeis oleifera, |h;
elaeocarpaceae, |N;
elaeocarpus, |N;
elaeocarpus family, |h;
elaeocarpus grandis, |h;
elaeoptene, N;
elaeosia, p;
elaeostearic acid, |h;
elaeothesium, N;
elagatis, |N;
elagatis bipinnulata, |h;
elamite, |N;
elamitic, |N;
elan, N;
eland, N;
elanoides, |N;
elanoides forficatus, |h;
elanus, |N;
elanus leucurus, |h;
elaphe, |N;
elaphe guttata, |h;
elaphe obsoleta, |h;
elaphure, |N;
elaphurus, |N;
elaphurus davidianus, |h;
elapid, NA;
elapid snake, |h;
elapidae, |N;
elapse, iV;
elapsed, VA;
elapsed time, |h;
elapsing, V;
elasmobranch, NA;
elasmobranchii, |N;
elasmosaur, N;
elastance, N;
elastance unit, |h;
elastic, AN;
elastic band, h;
elastic currency, h;
elastic deformation, h;
elastic device, |h;
elastic energy, |h;
elastic limit, h;
elastic modulus, h;
elastic potential energy, |h;
elastic tissue, h;
elastic wave, h;
elastically, v;
elasticate, t;
elasticity, N;
elasticity of shear, |h;
elasticize, V;
elasticized, tA;
elasticizing, t;
elastin, N;
elastomer, N;
elastomeric, A;
elastoplast, |N;
elate, tV;
elated, AV;
elatedly, v;
elatedness, N;
elater, N;
elaterid, NA;
elaterid beetle, |h;
elateridae, |N;
elaterin, N;
elaterite, N;
elaterium, N;
elating, VA;
elation, N;
elative, AN;
elavil, |N;
elayl, N;
elbe, |N;
elbe river, |h;
elbow, NVt;
elbow board, h;
elbow catch, h;
elbow cop, h;
elbow grease, h;
elbow joint, |h;
elbow pad, |h;
elbow room, |h;
elbowing, |N;
elbowroom, N;
eld, N;
elder, AN;
elder hand, h;
elder statesman, h;
elderberries, p;
elderberry, N;
elderberry bush, |h;
elderliness, N;
elderly, A;
eldership, |N;
eldest, AN;
eldest hand, |h;
elding, N;
eldorado, |N;
eldritch, A;
eleanor roosevelt, |h;
elecampane, N;
elechi, p;
elect, tANV;
elected, |A;
elected official, |h;
election, N;
election board, h;
election commission, |h;
election day, |h;
election district, h;
election fraud, |h;
electioneer, iAN;
electioneerer, N;
electioneering, |N;
elective, A;
electively, v;
electiveness, N;
elector, N;
electoral, A;
electoral college, h;
electoral system, |h;
electoral vote, h;
electorally, v;
electorate, N;
electra, |N;
electra complex, |h;
electress, N;
electret, N;
electric, AN;
electric arc, h;
electric automobile, |h;
electric battery, |h;
electric bell, |h;
electric bill, |h;
electric blanket, |h;
electric blue, hA;
electric car, |h;
electric catfish, |h;
electric cell, |h;
electric chair, h;
electric charge, h;
electric circuit, |h;
electric clock, |h;
electric company, |h;
electric constant, h;
electric cord, |h;
electric current, h;
electric dipole, |h;
electric dipole moment, h;
electric discharge, |h;
electric doublet, |h;
electric drill, |h;
electric eel, h;
electric eye, h;
electric fan, |h;
electric field, h;
electric fire, |h;
electric frying pan, |h;
electric furnace, h;
electric glow, h;
electric guitar, h;
electric hammer, |h;
electric hare, h;
electric heater, |h;
electric intensity, h;
electric lamp, |h;
electric light, |h;
electric locomotive, |h;
electric main, |h;
electric mixer, |h;
electric motor, |h;
electric needle, h;
electric organ, h;
electric outlet, |h;
electric pig, |h;
electric potential, h;
electric power, |h;
electric range, |h;
electric ray, h;
electric razor, |h;
electric reactor, h;
electric receptacle, |h;
electric refrigerator, |h;
electric resistance, |h;
electric sander, |h;
electric shaver, |h;
electric shock, h;
electric socket, |h;
electric storm, h;
electric thermometer, h;
electric toothbrush, |h;
electric torch, h;
electric typewriter, |h;
electric wave, h;
electric wind, h;
electric-arc furnace, |h;
electric-light bulb, |h;
electrical, A;
electrical cable, |h;
electrical capacity, |h;
electrical circuit, |h;
electrical condenser, |h;
electrical conduction, |h;
electrical contact, |h;
electrical converter, |h;
electrical degree, h;
electrical device, |h;
electrical discharge, |h;
electrical distributor, |h;
electrical disturbance, |h;
electrical elastance, |h;
electrical energy, |h;
electrical engineer, h;
electrical engineering, h;
electrical fuse, |h;
electrical line of force, |h;
electrical phenomenon, |h;
electrical plant, |h;
electrical power, |h;
electrical relay, |h;
electrical resistance, |h;
electrical scanning, h;
electrical shock, |h;
electrical shunt, |h;
electrical storm, h;
electrical system, |h;
electrical transcription, h;
electrical work, |h;
electrically, v;
electricalness, N;
electrician, N;
electricity, N;
electrification, N;
electrified, t;
electrifier, N;
electrify, V;
electrifying, tA;
electro, N;
electro-acoustic transducer, |h;
electro-discharge machining, h;
electro-organic chemistry, h;
electro-osmosis, N;
electro-osmotic, A;
electro-osmotically, v;
electroacoustic, A;
electroacoustically, v;
electroacoustics, N;
electroanalysis, N;
electroanalytic, A;
electroanalytical, A;
electroballistic, A;
electroballistically, v;
electroballistician, N;
electroballistics, N;
electrobiological, A;
electrobiologically, v;
electrobiologist, N;
electrobiology, N;
electrocaloric effect, h;
electrocardiogram, N;
electrocardiograph, N;
electrocardiographic, A;
electrocardiographically, v;
electrocardiography, N;
electrocauteries, p;
electrocautery, N;
electrochemical, A;
electrochemical series, h;
electrochemically, v;
electrochemist, N;
electrochemistry, N;
electrocoagulation, N;
electroconvulsive therapy, h;
electrocorticogram, N;
electrocratic, A;
electrocute, tV;
electrocuted, t;
electrocuting, t;
electrocution, N;
electrocutioner, |N;
electrode, N;
electrode potential, h;
electrodeposit, tN;
electrodeposition, N;
electrodiagnoses, p;
electrodiagnosis, N;
electrodiagnostic, A;
electrodiagnostically, v;
electrodialitic, A;
electrodialitically, v;
electrodialyses, p;
electrodialysis, N;
electrodissolution, N;
electrodynamic, A;
electrodynamics, N;
electrodynamometer, N;
electroencephalogram, N;
electroencephalograph, N;
electroencephalographic, A;
electroencephalographical, A;
electroencephalographically, v;
electroencephalography, N;
electroextraction, N;
electroform, V;
electroforming, N;
electrograph, N;
electrographic, A;
electrography, N;
electrohemostasis, N;
electrojet, N;
electrokinetic, A;
electrokinetics, N;
electroless plating, h;
electrolier, N;
electrologist, N;
electroluminescence, N;
electroluminescent, A;
electrolysation, N;
electrolyse, t;
electrolysed, t;
electrolyser, N;
electrolysing, t;
electrolysis, N;
electrolyte, N;
electrolyte acid, |h;
electrolyte balance, |h;
electrolytic, AN;
electrolytic capacitor, |h;
electrolytic cell, h;
electrolytic condenser, |h;
electrolytic conductor, h;
electrolytic dissociation, h;
electrolytic gas, h;
electrolytic interrupter, h;
electrolytic machining, h;
electrolytic protection, h;
electrolytically, v;
electrolyzation, N;
electrolyze, t;
electrolyzed, t;
electrolyzer, N;
electrolyzing, t;
electromagnet, N;
electromagnetic, AN;
electromagnetic delay line, |h;
electromagnetic field, h;
electromagnetic induction, h;
electromagnetic interaction, h;
electromagnetic intrusion, |h;
electromagnetic moment, h;
electromagnetic pump, h;
electromagnetic radiation, h;
electromagnetic spectrum, h;
electromagnetic tape, h;
electromagnetic unit, h;
electromagnetic wave, h;
electromagnetics, N;
electromagnetism, N;
electromagnetist, N;
electromechanical, A;
electromechanical device, |h;
electromerism, N;
electrometallurgical, A;
electrometallurgist, N;
electrometallurgy, N;
electrometeor, N;
electrometer, N;
electrometric, A;
electrometrical, A;
electrometrically, v;
electrometry, N;
electromotive, A;
electromotive force, h;
electromotive series, h;
electromotor, N;
electromyogram, N;
electromyograph, |N;
electromyographic, A;
electromyographically, v;
electromyography, N;
electron, N;
electron accelerator, |h;
electron affinity, h;
electron camera, h;
electron gun, h;
electron lens, h;
